question_id,method,k,answer_pred,answer_gt,em,f1,precision,recall,input_tokens,output_tokens,cost_usd,selected_titles,unseen_fallback
5a8e5f1f5542995a26add4d6,ucb1,2,Sapsali,Sapsali,1.0,1.0,1.0,1.0,508,6,0.0001064,"[""Nightmarchers"", ""Shisa""]",True
5a8e5f1f5542995a26add4d6,ucb1,3,Sapsali,Sapsali,1.0,1.0,1.0,1.0,814,6,0.0001676,"[""Nightmarchers"", ""Shisa"", ""Ba-Jia-Jiang""]",True
5a8e5f1f5542995a26add4d6,ucb1,5,Sapsali,Sapsali,1.0,1.0,1.0,1.0,1034,6,0.00021160000000000002,"[""Nightmarchers"", ""Shisa"", ""Ba-Jia-Jiang"", ""Kukeri"", ""Sapsali""]",True
5abf1ad15542997ec76fd3c2,ucb1,2,Lafayette,Marquis de Lafayette,0.0,0.5,1.0,0.3333333333333333,330,6,7.08e-05,"[""Gilbert du Motier, Marquis de Lafayette"", ""James Hogun""]",True
5abf1ad15542997ec76fd3c2,ucb1,3,"Gilbert du Motier, Marquis de Lafayette",Marquis de Lafayette,0.0,0.6666666666666666,0.5,1.0,434,12,9.640000000000001e-05,"[""Gilbert du Motier, Marquis de Lafayette"", ""James Hogun"", ""Halifax, North Carolina""]",True
5abf1ad15542997ec76fd3c2,ucb1,5,Lafayette,Marquis de Lafayette,0.0,0.5,1.0,0.3333333333333333,664,6,0.0001376,"[""Gilbert du Motier, Marquis de Lafayette"", ""James Hogun"", ""Halifax, North Carolina"", ""Enfield, North Carolina"", ""Halifax Historic District""]",True
5ae5cf625542996de7b71a22,ucb1,2,Texas Longhorns,University of Texas Longhorns,0.0,0.6666666666666666,1.0,0.5,414,7,8.840000000000001e-05,"[""Walter Camp Award"", ""David Neill""]",False
5ae5cf625542996de7b71a22,ucb1,3,University of Texas Longhorns,University of Texas Longhorns,1.0,1.0,1.0,1.0,517,9,0.0001106,"[""Walter Camp Award"", ""David Neill"", ""Egypt at the 2004 Summer Paralympics""]",True
5ae5cf625542996de7b71a22,ucb1,5,University of Texas Longhorns football team,University of Texas Longhorns,0.0,0.8,0.6666666666666666,1.0,679,11,0.00014460000000000002,"[""Walter Camp Award"", ""David Neill"", ""Egypt at the 2004 Summer Paralympics"", ""Colt McCoy"", ""Case McCoy""]",True
5a7c8ae855429935c91b5207,ucb1,2,Alexander Borodin,Alexander Porfiryevich Borodin,0.0,0.8,1.0,0.6666666666666666,328,6,7.04e-05,"[""The Mighty Handful"", ""Alexander Borodin""]",False
5a7c8ae855429935c91b5207,ucb1,3,Alexander Borodin,Alexander Porfiryevich Borodin,0.0,0.8,1.0,0.6666666666666666,476,6,9.999999999999999e-05,"[""The Mighty Handful"", ""Alexander Borodin"", ""International Russian School in Antalya""]",True
5a7c8ae855429935c91b5207,ucb1,5,Alexander Borodin,Alexander Porfiryevich Borodin,0.0,0.8,1.0,0.6666666666666666,675,6,0.0001398,"[""The Mighty Handful"", ""Alexander Borodin"", ""International Russian School in Antalya"", ""Russian School Hurghada"", ""Russian School Defense Staff""]",True
5a87106555429960ec39b71f,ucb1,2,Rob Reiner,Rob Reiner,1.0,1.0,1.0,1.0,317,6,6.82e-05,"[""Susanna Thompson"", ""Ghosts of Mississippi""]",False
5a87106555429960ec39b71f,ucb1,3,Rob Reiner,Rob Reiner,1.0,1.0,1.0,1.0,447,6,9.42e-05,"[""Susanna Thompson"", ""Ghosts of Mississippi"", ""Twilight of Honor""]",True
5a87106555429960ec39b71f,ucb1,5,Rob Reiner,Rob Reiner,1.0,1.0,1.0,1.0,695,6,0.0001438,"[""Susanna Thompson"", ""Ghosts of Mississippi"", ""Twilight of Honor"", ""Vaaimai"", ""The Attorney""]",True
5a7f296f55429934daa2fd10,ucb1,2,1974,1974,1.0,1.0,1.0,1.0,411,5,8.620000000000001e-05,"[""A Prairie Home Companion"", ""Too Beautiful to Live""]",True
5a7f296f55429934daa2fd10,ucb1,3,1974,1974,1.0,1.0,1.0,1.0,522,5,0.0001084,"[""A Prairie Home Companion"", ""Too Beautiful to Live"", ""Luke Burbank""]",True
5a7f296f55429934daa2fd10,ucb1,5,1974,1974,1.0,1.0,1.0,1.0,609,5,0.0001258,"[""A Prairie Home Companion"", ""Too Beautiful to Live"", ""Luke Burbank"", ""Live Wire Radio"", ""Livewire""]",True
5ae14b5c55429920d52343aa,ucb1,2,Joanna Jędrzejczyk,Anderson Silva,0.0,0.0,0.0,0.0,383,17,9.020000000000001e-05,"[""Joanna J\u0119drzejczyk"", ""Jamill Kelly""]",False
5ae14b5c55429920d52343aa,ucb1,3,Anderson Silva,Anderson Silva,1.0,1.0,1.0,1.0,496,6,0.000104,"[""Joanna J\u0119drzejczyk"", ""Jamill Kelly"", ""Chris Weidman""]",False
5ae14b5c55429920d52343aa,ucb1,5,Anderson Silva,Anderson Silva,1.0,1.0,1.0,1.0,857,6,0.00017620000000000003,"[""Joanna J\u0119drzejczyk"", ""Jamill Kelly"", ""Chris Weidman"", ""Demetrious Johnson (fighter)"", ""Luke Rockhold""]",False
5a88b3b4554299206df2b336,ucb1,2,opera,music,0.0,0.0,0.0,0.0,299,4,6.3e-05,"[""Arlecchino (opera)"", ""Consul fabius""]",True
5a88b3b4554299206df2b336,ucb1,3,neo-classical style,music,0.0,0.0,0.0,0.0,417,7,8.900000000000001e-05,"[""Arlecchino (opera)"", ""Consul fabius"", ""Street art""]",True
5a88b3b4554299206df2b336,ucb1,5,opera,music,0.0,0.0,0.0,0.0,676,4,0.0001384,"[""Arlecchino (opera)"", ""Consul fabius"", ""Street art"", ""Ekaterina Semenikhin"", ""Degagna""]",True
5add67705542992ae4cec54f,ucb1,2,Rafael Dos Anjos,Rafael Souza dos Anjos,0.0,0.8571428571428571,1.0,0.75,488,8,0.00010400000000000002,"[""M\u00e1rio Neto"", ""Namsaknoi Yudthagarngamtorn""]",True
5add67705542992ae4cec54f,ucb1,3,Rafael dos Anjos,Rafael Souza dos Anjos,0.0,0.8571428571428571,1.0,0.75,551,8,0.00011660000000000002,"[""M\u00e1rio Neto"", ""Namsaknoi Yudthagarngamtorn"", ""Rafael dos Anjos""]",True
5add67705542992ae4cec54f,ucb1,5,Rafael dos Anjos,Rafael Souza dos Anjos,0.0,0.8571428571428571,1.0,0.75,819,8,0.00017020000000000002,"[""M\u00e1rio Neto"", ""Namsaknoi Yudthagarngamtorn"", ""Rafael dos Anjos"", ""Milton Vieira"", ""Anderson Silva""]",True
5a875fee5542996e4f3087ab,ucb1,2,Lysiloma,Lysiloma,1.0,1.0,1.0,1.0,295,13,6.939999999999999e-05,"[""Lysiloma"", ""Epidendrum subsect. Umbellata""]",True
5a875fee5542996e4f3087ab,ucb1,3,Lysiloma,Lysiloma,1.0,1.0,1.0,1.0,375,7,8.06e-05,"[""Lysiloma"", ""Epidendrum subsect. Umbellata"", ""Coeloplana fishelsoni""]",True
5a875fee5542996e4f3087ab,ucb1,5,Hydrocotyle,Lysiloma,0.0,0.0,0.0,0.0,662,7,0.000138,"[""Lysiloma"", ""Epidendrum subsect. Umbellata"", ""Coeloplana fishelsoni"", ""Hunteria umbellata"", ""Hydrocotyle ranunculoides""]",True
5ab2b630554299545a2cfa17,ucb1,2,yes,yes,1.0,1.0,1.0,1.0,384,4,8e-05,"[""Pumping Iron"", ""Gasland""]",False
5ab2b630554299545a2cfa17,ucb1,3,yes,yes,1.0,1.0,1.0,1.0,674,4,0.00013800000000000002,"[""Pumping Iron"", ""Gasland"", ""Pumping Iron &amp; Sweating Steel""]",False
5ab2b630554299545a2cfa17,ucb1,5,yes,yes,1.0,1.0,1.0,1.0,865,4,0.0001762,"[""Pumping Iron"", ""Gasland"", ""Pumping Iron &amp; Sweating Steel"", ""Pumping Iron II: The Women"", ""Gary Scalese""]",False
5a851ba95542997175ce1f81,ucb1,2,Dallas,Dallas,1.0,1.0,1.0,1.0,366,4,7.64e-05,"[""Assassination of John F. Kennedy"", ""Rosemary Willis (Miss Virginia)""]",True
5a851ba95542997175ce1f81,ucb1,3,Dallas,Dallas,1.0,1.0,1.0,1.0,465,4,9.62e-05,"[""Assassination of John F. Kennedy"", ""Rosemary Willis (Miss Virginia)"", ""Dealey Plaza""]",True
5a851ba95542997175ce1f81,ucb1,5,Dallas,Dallas,1.0,1.0,1.0,1.0,818,4,0.00016680000000000002,"[""Assassination of John F. Kennedy"", ""Rosemary Willis (Miss Virginia)"", ""Dealey Plaza"", ""John F. Kennedy: Years of Lightning, Day of Drums"", ""Warren Commission""]",True
5ae1d0e8554299234fd0430a,ucb1,2,Ecgfrith,Guthred or Guthfrith,0.0,0.0,0.0,0.0,588,7,0.0001232,"[""Fulrad"", ""Borhat""]",True
5ae1d0e8554299234fd0430a,ucb1,3,Oswald,Guthred or Guthfrith,0.0,0.0,0.0,0.0,733,5,0.00015059999999999997,"[""Fulrad"", ""Borhat"", ""Kr\u00f6pcke""]",True
5ae1d0e8554299234fd0430a,ucb1,5,Guthred,Guthred or Guthfrith,0.0,0.5,1.0,0.3333333333333333,916,6,0.00018800000000000002,"[""Fulrad"", ""Borhat"", ""Kr\u00f6pcke"", ""Northman"", ""Guthred""]",True
5ae1ebf95542997283cd22f2,ucb1,2,Interstate 22,Interstate 22,1.0,1.0,1.0,1.0,389,7,8.340000000000001e-05,"[""Interstate 99"", ""Mooreville, Mississippi""]",False
5ae1ebf95542997283cd22f2,ucb1,3,Interstate 22,Interstate 22,1.0,1.0,1.0,1.0,535,7,0.0001126,"[""Interstate 99"", ""Mooreville, Mississippi"", ""Interstate 22""]",False
5ae1ebf95542997283cd22f2,ucb1,5,Interstate 22,Interstate 22,1.0,1.0,1.0,1.0,725,7,0.0001506,"[""Interstate 99"", ""Mooreville, Mississippi"", ""Interstate 22"", ""New Hampshire Route 78"", ""Mississippi Highway 23""]",False
5a81d0515542990a1d231ed4,ucb1,2,Flamingo Las Vegas,"Las Vegas Strip in Paradise, Nevada",0.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,228,8,5.2000000000000004e-05,"[""Flamingo Las Vegas"", ""Summer Nights (residency show)""]",False
5a81d0515542990a1d231ed4,ucb1,3,Flamingo Las Vegas,"Las Vegas Strip in Paradise, Nevada",0.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,336,8,7.360000000000001e-05,"[""Flamingo Las Vegas"", ""Summer Nights (residency show)"", ""Bedikas Chametz""]",True
5a81d0515542990a1d231ed4,ucb1,5,Flamingo Las Vegas,"Las Vegas Strip in Paradise, Nevada",0.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,691,8,0.00014460000000000002,"[""Flamingo Las Vegas"", ""Summer Nights (residency show)"", ""Bedikas Chametz"", ""Challenge Casino de Charlevoix"", ""Minnesota Institute for Talented Youth""]",True
5ae35e8c5542990afbd1e120,ucb1,2,Paul Freeman,"Don Jeffrey ""Jeff"" Meldrum (born May 24, 1958) is a Professor of Anatomy and Anthropology",0.0,0.0,0.0,0.0,328,11,7.44e-05,"[""Plaster Caster"", ""Nikolay Pirogov""]",True
5ae35e8c5542990afbd1e120,ucb1,3,Paul Freeman,"Don Jeffrey ""Jeff"" Meldrum (born May 24, 1958) is a Professor of Anatomy and Anthropology",0.0,0.0,0.0,0.0,398,11,8.840000000000001e-05,"[""Plaster Caster"", ""Nikolay Pirogov"", ""Comparison of orthotics""]",True
5ae35e8c5542990afbd1e120,ucb1,5,Jeff Meldrum,"Don Jeffrey ""Jeff"" Meldrum (born May 24, 1958) is a Professor of Anatomy and Anthropology",0.0,0.25,1.0,0.14285714285714285,608,6,0.0001264,"[""Plaster Caster"", ""Nikolay Pirogov"", ""Comparison of orthotics"", ""Museum of Plaster Casts (Thessaloniki)"", ""Paul Freeman (cryptozoologist)""]",True
5a87ed5b5542994846c1cdfc,ucb1,2,open-source license,GNU GPLv3,0.0,0.0,0.0,0.0,433,6,9.14e-05,"[""Cataclysm: Dark Days Ahead"", ""Open-source license""]",True
5a87ed5b5542994846c1cdfc,ucb1,3,Open-source license,GNU GPLv3,0.0,0.0,0.0,0.0,605,6,0.0001258,"[""Cataclysm: Dark Days Ahead"", ""Open-source license"", ""The Binding of Isaac (video game)""]",True
5a87ed5b5542994846c1cdfc,ucb1,5,open-source license,GNU GPLv3,0.0,0.0,0.0,0.0,818,6,0.00016840000000000003,"[""Cataclysm: Dark Days Ahead"", ""Open-source license"", ""The Binding of Isaac (video game)"", ""Freemium"", ""BitTorrent Open Source License""]",True
5abc41315542993a06baf8bb,ucb1,2,Julie Taymor,Julie Taymor,1.0,1.0,1.0,1.0,294,6,6.36e-05,"[""Frida"", ""M\u00eda Maestro""]",False
5abc41315542993a06baf8bb,ucb1,3,Julie Taymor,Julie Taymor,1.0,1.0,1.0,1.0,483,6,0.0001014,"[""Frida"", ""M\u00eda Maestro"", ""Jean Paul Leroux""]",False
5abc41315542993a06baf8bb,ucb1,5,Julie Taymor,Julie Taymor,1.0,1.0,1.0,1.0,604,6,0.00012560000000000002,"[""Frida"", ""M\u00eda Maestro"", ""Jean Paul Leroux"", ""Secuestro Express"", ""The Speed of Thought""]",False
5a7be1ab5542997c3ec972a9,ucb1,2,Forteana,Fortean,0.0,0.0,0.0,0.0,268,6,5.84e-05,"[""Charles Fort"", ""Josef Raesch""]",True
5a7be1ab5542997c3ec972a9,ucb1,3,Fortean phenomena,Fortean,0.0,0.6666666666666666,0.5,1.0,522,7,0.00011,"[""Charles Fort"", ""Josef Raesch"", ""Give My Regards to Davy""]",True
5a7be1ab5542997c3ec972a9,ucb1,5,Fortean subjects,Fortean,0.0,0.6666666666666666,0.5,1.0,625,7,0.0001306,"[""Charles Fort"", ""Josef Raesch"", ""Give My Regards to Davy"", ""UFO Magazine"", ""Ernest Charles Hoy""]",True
5a840e395542992ef85e239d,ucb1,2,no,no,1.0,1.0,1.0,1.0,456,4,9.44e-05,"[""The Straight Story"", ""Richard Farnsworth""]",False
5a840e395542992ef85e239d,ucb1,3,no,no,1.0,1.0,1.0,1.0,570,4,0.0001172,"[""The Straight Story"", ""Richard Farnsworth"", ""Frozen (2013 film)""]",False
5a840e395542992ef85e239d,ucb1,5,no,no,1.0,1.0,1.0,1.0,670,4,0.0001372,"[""The Straight Story"", ""Richard Farnsworth"", ""Frozen (2013 film)"", ""The Future of Oil: A Straight Story of the Canadian Oil Sands"", ""Clermont, Iowa""]",True
5ae8167b55429952e35eaa06,ucb1,2,Battle of the Rosebud,Battle of the Rosebud,1.0,1.0,1.0,1.0,433,8,9.300000000000001e-05,"[""Battle of the Rosebud"", ""The Other Magpie""]",True
5ae8167b55429952e35eaa06,ucb1,3,Battle of the Rosebud,Battle of the Rosebud,1.0,1.0,1.0,1.0,671,8,0.0001406,"[""Battle of the Rosebud"", ""The Other Magpie"", ""Battle of Congaree Creek""]",True
5ae8167b55429952e35eaa06,ucb1,5,Battle of the Rosebud,Battle of the Rosebud,1.0,1.0,1.0,1.0,948,8,0.00019600000000000002,"[""Battle of the Rosebud"", ""The Other Magpie"", ""Battle of Congaree Creek"", ""Battle of Olongapo"", ""Naval Battle of Campeche""]",True
5a776a805542993735360269,ucb1,2,Double Agent,Double Agent,1.0,1.0,1.0,1.0,307,5,6.54e-05,"[""Double Agent (1987 film)"", ""Big John Studd""]",False
5a776a805542993735360269,ucb1,3,Double Agent,Double Agent,1.0,1.0,1.0,1.0,501,5,0.0001042,"[""Double Agent (1987 film)"", ""Big John Studd"", ""Rayo de Jalisco Jr.""]",False
5a776a805542993735360269,ucb1,5,Double Agent,Double Agent,1.0,1.0,1.0,1.0,763,5,0.00015659999999999998,"[""Double Agent (1987 film)"", ""Big John Studd"", ""Rayo de Jalisco Jr."", ""Stigma (luchador)"", ""John D. Minton Jr.""]",False
5ab4b9f75542990594ba9ca4,ucb1,2,People!,People! and The Carnabeats,0.0,0.5,1.0,0.3333333333333333,447,5,9.340000000000001e-05,"[""Spontaneous Combustion (album)"", ""I Love You (The Zombies song)""]",True
5ab4b9f75542990594ba9ca4,ucb1,3,People!,People! and The Carnabeats,0.0,0.5,1.0,0.3333333333333333,484,5,0.00010080000000000001,"[""Spontaneous Combustion (album)"", ""I Love You (The Zombies song)"", ""Chris White (musician)""]",True
5ab4b9f75542990594ba9ca4,ucb1,5,People!,People! and The Carnabeats,0.0,0.5,1.0,0.3333333333333333,819,5,0.0001678,"[""Spontaneous Combustion (album)"", ""I Love You (The Zombies song)"", ""Chris White (musician)"", ""She Is Love (Parachute song)"", ""Don't Call It Love""]",True
5a78e3b955429974737f78f1,ucb1,2,Sherwood Stewart,Sherwood Stewart,1.0,1.0,1.0,1.0,239,6,5.2600000000000005e-05,"[""Sherwood Stewart"", ""1993 ATP Buenos Aires \u2013 Doubles""]",True
5a78e3b955429974737f78f1,ucb1,3,Sherwood Stewart,Sherwood Stewart,1.0,1.0,1.0,1.0,275,6,5.9800000000000003e-05,"[""Sherwood Stewart"", ""1993 ATP Buenos Aires \u2013 Doubles"", ""Javier Frana""]",True
5a78e3b955429974737f78f1,ucb1,5,Sherwood Stewart,Sherwood Stewart,1.0,1.0,1.0,1.0,558,6,0.0001164,"[""Sherwood Stewart"", ""1993 ATP Buenos Aires \u2013 Doubles"", ""Javier Frana"", ""Patricia Tarabini"", ""1991 Wimbledon Championships \u2013 Men's Doubles""]",True
5a851b0d5542997175ce1f7f,ucb1,2,yes,yes,1.0,1.0,1.0,1.0,266,4,5.640000000000001e-05,"[""Dogo Cubano"", ""Dogo Argentino""]",False
5a851b0d5542997175ce1f7f,ucb1,3,yes,yes,1.0,1.0,1.0,1.0,318,4,6.68e-05,"[""Dogo Cubano"", ""Dogo Argentino"", ""Dutch Shepherd""]",False
5a851b0d5542997175ce1f7f,ucb1,5,yes,yes,1.0,1.0,1.0,1.0,548,4,0.0001128,"[""Dogo Cubano"", ""Dogo Argentino"", ""Dutch Shepherd"", ""Cuban Criollo"", ""Guatemalan Dogo""]",True
5a78b5f7554299148911f95b,ucb1,2,Todd McFarlane,Todd McFarlane,1.0,1.0,1.0,1.0,379,8,8.22e-05,"[""Mustafa Shakir"", ""Fantastic Contraption (2008 video game)""]",True
5a78b5f7554299148911f95b,ucb1,3,Todd McFarlane,Todd McFarlane,1.0,1.0,1.0,1.0,442,8,9.480000000000001e-05,"[""Mustafa Shakir"", ""Fantastic Contraption (2008 video game)"", ""Wuthering Heights (1953 film)""]",True
5a78b5f7554299148911f95b,ucb1,5,Todd McFarlane,Todd McFarlane,1.0,1.0,1.0,1.0,822,8,0.0001708,"[""Mustafa Shakir"", ""Fantastic Contraption (2008 video game)"", ""Wuthering Heights (1953 film)"", ""Spawn (comics)"", ""SeaQuest DSV""]",True
5ab4304a55429942dd415ec5,ucb1,2,South America,South America,1.0,1.0,1.0,1.0,322,5,6.840000000000001e-05,"[""Josef Mengele"", ""After the Truth""]",True
5ab4304a55429942dd415ec5,ucb1,3,South America,South America,1.0,1.0,1.0,1.0,383,5,8.060000000000001e-05,"[""Josef Mengele"", ""After the Truth"", ""Music Box (film)""]",True
5ab4304a55429942dd415ec5,ucb1,5,South America,South America,1.0,1.0,1.0,1.0,643,5,0.00013259999999999997,"[""Josef Mengele"", ""After the Truth"", ""Music Box (film)"", ""Real Life (webcomic)"", ""Real Life with Jane Pauley""]",True
5a72dcb45542992359bc31af,ucb1,2,Aloe Vera of America,Aloe Vera of America,1.0,1.0,1.0,1.0,286,8,6.36e-05,"[""Forever Living Products"", ""Rex Maughan""]",False
5a72dcb45542992359bc31af,ucb1,3,Aloe Vera of America,Aloe Vera of America,1.0,1.0,1.0,1.0,385,8,8.340000000000001e-05,"[""Forever Living Products"", ""Rex Maughan"", ""Rex-Acme""]",True
5a72dcb45542992359bc31af,ucb1,5,Aloe Vera of America,Aloe Vera of America,1.0,1.0,1.0,1.0,638,8,0.000134,"[""Forever Living Products"", ""Rex Maughan"", ""Rex-Acme"", ""Rex Records (1912)"", ""Rexist Party""]",True
5a7e0ed25542991319bc9424,ucb1,2,noanswer,"November 1, 2000",0.0,0.0,0.0,0.0,305,11,6.98e-05,"[""66th Division (Imperial Japanese Army)"", ""Take My Wife (Family Guy)""]",True
5a7e0ed25542991319bc9424,ucb1,3,noanswer,"November 1, 2000",0.0,0.0,0.0,0.0,428,5,8.960000000000001e-05,"[""66th Division (Imperial Japanese Army)"", ""Take My Wife (Family Guy)"", ""249th (Saskatchewan) Battalion, CEF""]",True
5a7e0ed25542991319bc9424,ucb1,5,noanswer,"November 1, 2000",0.0,0.0,0.0,0.0,644,5,0.0001328,"[""66th Division (Imperial Japanese Army)"", ""Take My Wife (Family Guy)"", ""249th (Saskatchewan) Battalion, CEF"", ""The Simpsons (season 12)"", ""Treehouse of Horror XI""]",True
5ab9e477554299232ef4a25d,ucb1,2,Woolworth Building,Woolworth Building,1.0,1.0,1.0,1.0,358,7,7.72e-05,"[""1 New York Plaza"", ""Woolworth Building""]",False
5ab9e477554299232ef4a25d,ucb1,3,Woolworth Building,Woolworth Building,1.0,1.0,1.0,1.0,540,7,0.0001136,"[""1 New York Plaza"", ""Woolworth Building"", ""34th Street (IRT Ninth Avenue Line)""]",False
5ab9e477554299232ef4a25d,ucb1,5,Woolworth Building,Woolworth Building,1.0,1.0,1.0,1.0,910,7,0.0001876,"[""1 New York Plaza"", ""Woolworth Building"", ""34th Street (IRT Ninth Avenue Line)"", ""Abraham M. Radcliffe"", ""Petroleum Building (Midland)""]",False
5ab900045542991b5579f0c0,ucb1,2,"Midtown Manhattan, New York City","Midtown Manhattan in New York City,",0.0,0.9090909090909091,1.0,0.8333333333333334,272,16,6.720000000000001e-05,"[""Carnegie Hall"", ""IF Performance Hall""]",False
5ab900045542991b5579f0c0,ucb1,3,"Midtown Manhattan, New York City","Midtown Manhattan in New York City,",0.0,0.9090909090909091,1.0,0.8333333333333334,436,16,0.0001,"[""Carnegie Hall"", ""IF Performance Hall"", ""Fillmore Auditorium (Denver)""]",False
5ab900045542991b5579f0c0,ucb1,5,"New York City, United States","Midtown Manhattan in New York City,",0.0,0.5454545454545454,0.6,0.5,740,9,0.0001552,"[""Carnegie Hall"", ""IF Performance Hall"", ""Fillmore Auditorium (Denver)"", ""The Westcott Theater"", ""Jannus Live""]",False
5ab6e848554299710c8d1faa,ucb1,2,1968,"August 19, 1968",0.0,0.5,1.0,0.3333333333333333,513,5,0.00010660000000000002,"[""George Gamow"", ""Edward Teller""]",False
5ab6e848554299710c8d1faa,ucb1,3,1968,"August 19, 1968",0.0,0.5,1.0,0.3333333333333333,610,11,0.0001308,"[""George Gamow"", ""Edward Teller"", ""Ylem""]",False
5ab6e848554299710c8d1faa,ucb1,5,1968,"August 19, 1968",0.0,0.5,1.0,0.3333333333333333,1009,5,0.0002058,"[""George Gamow"", ""Edward Teller"", ""Ylem"", ""Gilman Paper Company"", ""Alpher\u2013Bethe\u2013Gamow paper""]",True
5a7dc2495542997cc2c4749a,ucb1,2,Miss Nepal 2010,1984 South Asian Games,0.0,0.0,0.0,0.0,414,14,9.400000000000001e-05,"[""Miss Nepal 2010"", ""Miss Nepal 2015""]",True
5a7dc2495542997cc2c4749a,ucb1,3,Miss Nepal 2010,1984 South Asian Games,0.0,0.0,0.0,0.0,531,8,0.00011260000000000001,"[""Miss Nepal 2010"", ""Miss Nepal 2015"", ""Miss Nepal 2014""]",True
5a7dc2495542997cc2c4749a,ucb1,5,Miss Nepal 1984,1984 South Asian Games,0.0,0.28571428571428575,0.3333333333333333,0.25,797,8,0.0001658,"[""Miss Nepal 2010"", ""Miss Nepal 2015"", ""Miss Nepal 2014"", ""2015 Nepal Premier League"", ""Miss Nepal 2013""]",True
5a84e9d35542994c784dda84,ucb1,2,Switzerland national team,the Switzerland national team,1.0,1.0,1.0,1.0,303,7,6.620000000000001e-05,"[""Xherdan Shaqiri"", ""Nike Mercurial Vapor""]",False
5a84e9d35542994c784dda84,ucb1,3,Switzerland national team,the Switzerland national team,1.0,1.0,1.0,1.0,346,7,7.48e-05,"[""Xherdan Shaqiri"", ""Nike Mercurial Vapor"", ""Stoke City F.C.""]",False
5a84e9d35542994c784dda84,ucb1,5,Switzerland national team,the Switzerland national team,1.0,1.0,1.0,1.0,533,7,0.0001122,"[""Xherdan Shaqiri"", ""Nike Mercurial Vapor"", ""Stoke City F.C."", ""Gareth Evans (footballer, born 1967)"", ""Tommy Hyslop""]",True
5a7cfea2554299452d57babe,ucb1,2,Life After People,Werner Herzog Eats His Shoe,0.0,0.0,0.0,0.0,294,12,6.840000000000001e-05,"[""Little Dieter Needs to Fly"", ""Life After People""]",False
5a7cfea2554299452d57babe,ucb1,3,Life After People,Werner Herzog Eats His Shoe,0.0,0.0,0.0,0.0,429,6,9.06e-05,"[""Little Dieter Needs to Fly"", ""Life After People"", ""Happy People: A Year in the Taiga""]",True
5a7cfea2554299452d57babe,ucb1,5,Werner Herzog Eats His Shoe,Werner Herzog Eats His Shoe,1.0,1.0,1.0,1.0,669,9,0.000141,"[""Little Dieter Needs to Fly"", ""Life After People"", ""Happy People: A Year in the Taiga"", ""Werner Herzog Eats His Shoe"", ""How Much Wood Would a Woodchuck Chuck (film)""]",True
5ae497f15542995ad6573db8,ucb1,2,Lisburn Distillery,Distillery,0.0,0.6666666666666666,0.5,1.0,448,7,9.520000000000001e-05,"[""Lisburn Distillery F.C."", ""Portstewart F.C.""]",False
5ae497f15542995ad6573db8,ucb1,3,Lisburn Distillery,Distillery,0.0,0.6666666666666666,0.5,1.0,525,7,0.0001106,"[""Lisburn Distillery F.C."", ""Portstewart F.C."", ""Northern Ireland Football League""]",True
5ae497f15542995ad6573db8,ucb1,5,Distillery,Distillery,1.0,1.0,1.0,1.0,669,5,0.0001378,"[""Lisburn Distillery F.C."", ""Portstewart F.C."", ""Northern Ireland Football League"", ""Sean Connor"", ""Queen's University Belfast A.F.C.""]",True
5ae2133e554299495565d9e3,ucb1,2,Kristine Leahy,Kristine Leahy,1.0,1.0,1.0,1.0,329,7,7.14e-05,"[""American Ninja Warrior (season 7)"", ""Jenn Brown""]",True
5ae2133e554299495565d9e3,ucb1,3,Kristine Leahy,Kristine Leahy,1.0,1.0,1.0,1.0,458,7,9.72e-05,"[""American Ninja Warrior (season 7)"", ""Jenn Brown"", ""American Ninja Warrior (season 2)""]",True
5ae2133e554299495565d9e3,ucb1,5,Kristine Leahy,Kristine Leahy,1.0,1.0,1.0,1.0,768,7,0.00015920000000000002,"[""American Ninja Warrior (season 7)"", ""Jenn Brown"", ""American Ninja Warrior (season 2)"", ""CircusTrix"", ""Evan Dollard""]",True
5abfe1115542997d64295909,ucb1,2,English folklore,Native American,0.0,0.0,0.0,0.0,479,5,9.980000000000001e-05,"[""Premenstrual water retention"", ""Sundowning""]",True
5abfe1115542997d64295909,ucb1,3,Native American tradition,Native American,0.0,0.8,0.6666666666666666,1.0,607,6,0.0001262,"[""Premenstrual water retention"", ""Sundowning"", ""Thunderbird (cryptozoology)""]",True
5abfe1115542997d64295909,ucb1,5,Native American tradition,Native American,0.0,0.8,0.6666666666666666,1.0,893,6,0.00018340000000000004,"[""Premenstrual water retention"", ""Sundowning"", ""Thunderbird (cryptozoology)"", ""Patagonia picnic table effect"", ""Ice-marginal lava flow""]",True
5a8ce55f554299441c6b9f62,ucb1,2,"Tulsa, Oklahoma",Tulsa,0.0,0.6666666666666666,0.5,1.0,393,7,8.420000000000001e-05,"[""Tinted Windows (band)"", ""Act of Congress (music group)""]",True
5a8ce55f554299441c6b9f62,ucb1,3,"Tulsa, Oklahoma",Tulsa,0.0,0.6666666666666666,0.5,1.0,552,7,0.000116,"[""Tinted Windows (band)"", ""Act of Congress (music group)"", ""Ants Marching""]",True
