model,qid,question,ground_truth,method,answer,input_tokens,output_tokens,total_tokens,llm_calls,docs_retrieved,routed_to,f1,exact_match,cost_usd,efficiency,lambda_cost
gpt4o_mini,5ae382ee5542992e3233c430,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,cart_full,Military realism.,42,3,45,1,0,think,0.1667,0,8e-06,0.04353,1.0
gpt54_mini,5ae382ee5542992e3233c430,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,cart_base,Classical realism,377,6,383,1,3,retrieve,0.3333,0,6e-05,0.05602,
gpt54_mini,5ae382ee5542992e3233c430,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,cart_noise,Classical realism,904,6,910,1,5,retrieve,0.3333,0,0.000139,0.04891,
gpt54_mini,5ae382ee5542992e3233c430,The Prussian General Carl von Clausewitz is associated with what type of realism?,Modern thinkers associated with classical realism are Carl von Clausewitz,cart_full,Classical realism,41,6,47,1,0,think,0.3333,0,1e-05,0.08611,1.0
gpt4o_mini,5adcdf455542994ed6169c11,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,cart_base,RAF operations,131,2,133,1,1,retrieve,0.0,0,2.1e-05,0.0,
gpt4o_mini,5adcdf455542994ed6169c11,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,cart_noise,Royal Air Force (RAF),315,6,321,1,3,retrieve,0.8571,0,5.1e-05,0.14843,
gpt4o_mini,5adcdf455542994ed6169c11,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,cart_full,Royal Air Force.,42,4,46,1,0,think,1.0,1,9e-06,0.25973,1.0
gpt54_mini,5adcdf455542994ed6169c11,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,cart_base,RAF Tangmere operations,130,7,137,1,1,retrieve,0.0,0,2.4e-05,0.0,
gpt54_mini,5adcdf455542994ed6169c11,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,cart_noise,Royal Air Force,314,6,320,1,3,retrieve,1.0,1,5.1e-05,0.17327,
gpt54_mini,5adcdf455542994ed6169c11,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,cart_full,Royal Air Force,41,6,47,1,0,think,1.0,1,1e-05,0.25832,1.0
gpt4o_mini,5ac35a7e554299741d48a257,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,cart_base,Norwegian,85,2,87,1,1,retrieve,0.6667,0,1.4e-05,0.1489,
gpt4o_mini,5ac35a7e554299741d48a257,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,cart_noise,Norwegian,327,2,329,1,3,retrieve,0.6667,0,5e-05,0.11496,
gpt4o_mini,5ac35a7e554299741d48a257,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,cart_full,Norwegian,45,2,47,1,0,think,0.6667,0,8e-06,0.17221,1.0
gpt54_mini,5ac35a7e554299741d48a257,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,cart_base,Norwegian language,84,6,90,1,1,retrieve,1.0,1,1.6e-05,0.22169,
gpt54_mini,5ac35a7e554299741d48a257,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,cart_noise,Norwegian language,326,6,332,1,3,retrieve,1.0,1,5.2e-05,0.17217,
gpt54_mini,5ac35a7e554299741d48a257,what language did the ethnic group which Torstein Ellingsen was its drumer  speaks ,Norwegian language,cart_full,Norwegian,44,5,49,1,0,think,0.6667,0,1e-05,0.17041,1.0
gpt4o_mini,5ab2659e554299340b5254b2,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,cart_base,The Parthian Empire.,101,6,107,1,1,retrieve,1.0,1,1.9e-05,0.21358,
gpt4o_mini,5ab2659e554299340b5254b2,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,cart_noise,Parthian Empire,405,4,409,1,3,retrieve,1.0,1,6.3e-05,0.16622,
gpt4o_mini,5ab2659e554299340b5254b2,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,cart_full,Sasanian Empire,53,4,57,1,0,think,0.5,0,1e-05,0.12314,1.0
gpt54_mini,5ab2659e554299340b5254b2,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,cart_base,Parthian Empire,100,7,107,1,1,retrieve,1.0,1,1.9e-05,0.21358,
gpt54_mini,5ab2659e554299340b5254b2,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,cart_noise,Parthian Empire,404,7,411,1,3,retrieve,1.0,1,6.5e-05,0.16608,
gpt54_mini,5ab2659e554299340b5254b2,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,cart_full,Sasanian Empire,52,7,59,1,0,think,0.5,0,1.2e-05,0.12212,1.0
gpt4o_mini,5adcbb815542994ed6169bde,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,cart_base,Stone Brewing Co.,528,4,532,1,5,retrieve,0.8,0,8.2e-05,0.12742,
gpt4o_mini,5adcbb815542994ed6169bde,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,cart_noise,Stone Brewing Co.,802,4,806,1,7,retrieve,0.8,0,0.000123,0.11952,
gpt4o_mini,5adcbb815542994ed6169bde,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,cart_full,Stone Brewing.,54,3,57,1,0,think,1.0,1,1e-05,0.24628,1.0
gpt54_mini,5adcbb815542994ed6169bde,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,cart_base,Stone Brewing Co.,527,7,534,1,5,retrieve,0.8,0,8.3e-05,0.12734,
gpt54_mini,5adcbb815542994ed6169bde,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,cart_noise,Stone Brewing Co.,801,7,808,1,7,retrieve,0.8,0,0.000124,0.11948,
gpt54_mini,5adcbb815542994ed6169bde,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,cart_full,Stone Brewing Company,53,6,59,1,0,think,0.8,0,1.2e-05,0.19539,1.0
gpt4o_mini,5a74f8bd5542993748c8976a,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,cart_base,Tim Cluess,225,4,229,1,2,retrieve,1.0,1,3.6e-05,0.18389,
gpt4o_mini,5a74f8bd5542993748c8976a,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,cart_noise,Tim Cluess,225,4,229,1,2,retrieve,1.0,1,3.6e-05,0.18389,
gpt4o_mini,5a74f8bd5542993748c8976a,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,cart_full,Tim Cluess.,49,5,54,1,0,think,1.0,1,1e-05,0.24954,1.0
gpt54_mini,5a74f8bd5542993748c8976a,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,cart_base,Tim Cluess,224,7,231,1,2,retrieve,1.0,1,3.8e-05,0.1836,
gpt54_mini,5a74f8bd5542993748c8976a,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,cart_noise,Tim Cluess,224,7,231,1,2,retrieve,1.0,1,3.8e-05,0.1836,
gpt54_mini,5a74f8bd5542993748c8976a,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,cart_full,Tim Cluess,48,7,55,1,0,think,1.0,1,1.1e-05,0.24843,1.0
gpt4o_mini,5ade25ed5542997c77aded70,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),cart_base,World War I,235,3,238,1,1,retrieve,0.3333,0,3.7e-05,0.06087,
gpt4o_mini,5ade25ed5542997c77aded70,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),cart_noise,World War I,523,3,526,1,3,retrieve,0.3333,0,8e-05,0.05319,
gpt4o_mini,5ade25ed5542997c77aded70,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),cart_full,World War I,51,3,54,1,0,think,0.3333,0,9e-06,0.08318,1.0
gpt54_mini,5ade25ed5542997c77aded70,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),cart_base,World War I,234,6,240,1,1,retrieve,0.3333,0,3.9e-05,0.06077,
gpt54_mini,5ade25ed5542997c77aded70,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),cart_noise,World War I,522,6,528,1,3,retrieve,0.3333,0,8.2e-05,0.05315,
gpt54_mini,5ade25ed5542997c77aded70,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),cart_full,World War I,50,6,56,1,0,think,0.3333,0,1.1e-05,0.08245,1.0
gpt4o_mini,5a78ae8b5542990784727730,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),cart_base,Approximately 100 miles.,107,5,112,1,1,retrieve,0.25,0,1.9e-05,0.05288,
gpt4o_mini,5a78ae8b5542990784727730,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),cart_noise,115 miles,377,2,379,1,3,retrieve,0.5714,0,5.8e-05,0.0962,
gpt4o_mini,5a78ae8b5542990784727730,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),cart_full,Approximately 100 miles.,38,5,43,1,0,think,0.25,0,9e-06,0.06606,1.0
gpt54_mini,5a78ae8b5542990784727730,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),cart_base,About 80 miles,106,7,113,1,1,retrieve,0.5,0,2e-05,0.10557,
gpt54_mini,5a78ae8b5542990784727730,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),cart_noise,115 miles south,376,6,382,1,3,retrieve,0.5,0,6e-05,0.08406,
gpt54_mini,5a78ae8b5542990784727730,How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),cart_full,About 90 miles.,37,8,45,1,0,think,0.5,0,1e-05,0.13059,1.0
gpt4o_mini,5ae12a4b55429920d52342df,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,cart_base,Pul-i-Alam,385,4,389,1,3,retrieve,0.0,0,6e-05,0.0,
gpt4o_mini,5ae12a4b55429920d52342df,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,cart_noise,Puli Alam,525,3,528,1,5,retrieve,1.0,1,8.1e-05,0.15946,
gpt4o_mini,5ae12a4b55429920d52342df,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,cart_full,Lashkar Gah,45,5,50,1,0,think,0.0,0,1e-05,0.0,1.0
gpt54_mini,5ae12a4b55429920d52342df,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,cart_base,Pul-i-Alam,384,7,391,1,3,retrieve,0.0,0,6.2e-05,0.0,
gpt54_mini,5ae12a4b55429920d52342df,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,cart_noise,Puli Alam,524,6,530,1,5,retrieve,1.0,1,8.2e-05,0.15937,
gpt54_mini,5ae12a4b55429920d52342df,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,cart_full,Lashkar Gah,44,8,52,1,0,think,0.0,0,1.1e-05,0.0,1.0
gpt4o_mini,5ae22eae554299495565da30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,cart_base,310,488,1,489,1,5,retrieve,1.0,1,7.4e-05,0.16144,
gpt4o_mini,5ae22eae554299495565da30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,cart_noise,310,488,1,489,1,5,retrieve,1.0,1,7.4e-05,0.16144,
gpt4o_mini,5ae22eae554299495565da30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,cart_full,"Unknown, no specific town provided.",44,7,51,1,0,think,0.0,0,1.1e-05,0.0,1.0
gpt54_mini,5ae22eae554299495565da30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,cart_base,310,487,4,491,1,5,retrieve,1.0,1,7.5e-05,0.16133,
gpt54_mini,5ae22eae554299495565da30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,cart_noise,310,487,4,491,1,5,retrieve,1.0,1,7.5e-05,0.16133,
gpt54_mini,5ae22eae554299495565da30,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,cart_full,"1,314 people",43,13,56,1,0,think,0.0,0,1.4e-05,0.0,1.0
gpt4o_mini,5ab6aa4c55429953192ad359,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",cart_base,Kitty Hawk,799,3,802,1,5,retrieve,1.0,1,0.000122,0.14951,
gpt4o_mini,5ab6aa4c55429953192ad359,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",cart_noise,Kitty Hawk,1055,3,1058,1,7,retrieve,1.0,1,0.00016,0.14357,
gpt4o_mini,5ab6aa4c55429953192ad359,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",cart_full,Columbia,47,2,49,1,0,think,0.0,0,8e-06,0.0,1.0
gpt54_mini,5ab6aa4c55429953192ad359,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",cart_base,Charlie Brown,798,5,803,1,5,retrieve,0.0,0,0.000123,0.0,
gpt54_mini,5ab6aa4c55429953192ad359,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",cart_noise,Command Module Pilot,1054,6,1060,1,7,retrieve,0.0,0,0.000162,0.0,
gpt54_mini,5ab6aa4c55429953192ad359,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",cart_full,Charlie Brown,46,5,51,1,0,think,0.0,0,1e-05,0.0,1.0
gpt4o_mini,5adf3e835542993a75d26442,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,cart_base,Fenris (comics),1005,6,1011,1,9,retrieve,0.0,0,0.000154,0.0,
gpt4o_mini,5adf3e835542993a75d26442,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,cart_noise,Nick Fury vs. S.H.I.E.L.D.,1005,11,1016,1,9,retrieve,0.0,0,0.000157,0.0,
gpt4o_mini,5adf3e835542993a75d26442,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,cart_full,S.H.I.E.L.D.,41,7,48,1,0,think,0.0,0,1e-05,0.0,1.0
gpt54_mini,5adf3e835542993a75d26442,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,cart_base,Nick Fury vs. S.H.I.E.L.D.,1004,14,1018,1,9,retrieve,0.0,0,0.000159,0.0,
gpt54_mini,5adf3e835542993a75d26442,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,cart_noise,Nick Fury vs. S.H.I.E.L.D.,1004,14,1018,1,9,retrieve,0.0,0,0.000159,0.0,
gpt54_mini,5adf3e835542993a75d26442,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,cart_full,Marvel Comics,40,5,45,1,0,think,0.6667,0,9e-06,0.17413,1.0
gpt4o_mini,5a8ee3a755429917b4a5be02,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",cart_base,Bing Crosby,156,3,159,1,1,retrieve,0.5714,0,2.5e-05,0.11259,
gpt4o_mini,5a8ee3a755429917b4a5be02,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",cart_noise,Bing Crosby,291,3,294,1,3,retrieve,0.5714,0,4.5e-05,0.10048,
gpt4o_mini,5a8ee3a755429917b4a5be02,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",cart_full,Bing Crosby,56,3,59,1,0,think,0.5714,0,1e-05,0.13957,1.0
gpt54_mini,5a8ee3a755429917b4a5be02,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",cart_base,Bing Crosby,155,6,161,1,1,retrieve,0.5714,0,2.7e-05,0.11232,
gpt54_mini,5a8ee3a755429917b4a5be02,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",cart_noise,Bing Crosby,290,6,296,1,3,retrieve,0.5714,0,4.7e-05,0.10036,
gpt54_mini,5a8ee3a755429917b4a5be02,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",cart_full,Bing Crosby,55,6,61,1,0,think,0.5714,0,1.2e-05,0.13846,1.0
gpt4o_mini,5ac0dcf25542996f0d89cc2c,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,cart_base,Jane Mayer,710,2,712,1,5,retrieve,1.0,1,0.000108,0.15222,
gpt4o_mini,5ac0dcf25542996f0d89cc2c,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,cart_noise,Jane Mayer,710,2,712,1,5,retrieve,1.0,1,0.000108,0.15222,
gpt4o_mini,5ac0dcf25542996f0d89cc2c,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,cart_full,Jane Mayer.,48,3,51,1,0,think,1.0,1,9e-06,0.25308,1.0
gpt54_mini,5ac0dcf25542996f0d89cc2c,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,cart_base,Jane Mayer,709,5,714,1,5,retrieve,1.0,1,0.000109,0.15215,
gpt54_mini,5ac0dcf25542996f0d89cc2c,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,cart_noise,Jane Mayer,709,5,714,1,5,retrieve,1.0,1,0.000109,0.15215,
gpt54_mini,5ac0dcf25542996f0d89cc2c,Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,cart_full,Daniel Schulman,47,6,53,1,0,think,0.0,0,1.1e-05,0.0,1.0
gpt4o_mini,5a7e618155429949594199b0,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,cart_base,Albany County,945,3,948,1,5,retrieve,0.6667,0,0.000144,0.09725,
gpt4o_mini,5a7e618155429949594199b0,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,cart_noise,Albany County,1260,3,1263,1,7,retrieve,0.6667,0,0.000191,0.09334,
gpt4o_mini,5a7e618155429949594199b0,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,cart_full,Dutchess County.,49,4,53,1,0,think,0.0,0,1e-05,0.0,1.0
gpt54_mini,5a7e618155429949594199b0,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,cart_base,Albany County,944,6,950,1,5,retrieve,0.6667,0,0.000145,0.09722,
gpt54_mini,5a7e618155429949594199b0,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,cart_noise,Albany County,1259,6,1265,1,7,retrieve,0.6667,0,0.000192,0.09332,
gpt54_mini,5a7e618155429949594199b0,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,cart_full,Albany County,48,6,54,1,0,think,0.6667,0,1.1e-05,0.16636,1.0
gpt4o_mini,5ab916e155429919ba4e23a4,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,cart_base,Chiwetel Ejiofor,528,6,534,1,4,retrieve,1.0,1,8.3e-05,0.15918,
gpt4o_mini,5ab916e155429919ba4e23a4,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,cart_noise,Chiwetel Ejiofor,528,6,534,1,4,retrieve,1.0,1,8.3e-05,0.15918,
gpt4o_mini,5ab916e155429919ba4e23a4,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,cart_full,Chiwetel Ejiofor,43,6,49,1,0,think,1.0,1,1e-05,0.25562,1.0
gpt54_mini,5ab916e155429919ba4e23a4,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,cart_base,Chiwetel Ejiofor,527,9,536,1,4,retrieve,1.0,1,8.4e-05,0.15908,
gpt54_mini,5ab916e155429919ba4e23a4,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,cart_noise,Chiwetel Ejiofor,527,9,536,1,4,retrieve,1.0,1,8.4e-05,0.15908,
gpt54_mini,5ab916e155429919ba4e23a4,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,cart_full,Chiwetel Ejiofor,42,9,51,1,0,think,1.0,1,1.2e-05,0.25308,1.0
gpt4o_mini,5a713b325542994082a3e6b5,What was the capital of India when the Taj Mahal was commissioned?,Agra,cart_base,Agra,947,2,949,1,8,retrieve,1.0,1,0.000143,0.14585,
gpt4o_mini,5a713b325542994082a3e6b5,What was the capital of India when the Taj Mahal was commissioned?,Agra,cart_noise,Agra,947,2,949,1,8,retrieve,1.0,1,0.000143,0.14585,
gpt4o_mini,5a713b325542994082a3e6b5,What was the capital of India when the Taj Mahal was commissioned?,Agra,cart_full,Agra,39,2,41,1,0,think,1.0,1,7e-06,0.26755,1.0
gpt54_mini,5a713b325542994082a3e6b5,What was the capital of India when the Taj Mahal was commissioned?,Agra,cart_base,Agra,946,5,951,1,8,retrieve,1.0,1,0.000145,0.1458,
gpt54_mini,5a713b325542994082a3e6b5,What was the capital of India when the Taj Mahal was commissioned?,Agra,cart_noise,Agra,946,5,951,1,8,retrieve,1.0,1,0.000145,0.1458,
gpt54_mini,5a713b325542994082a3e6b5,What was the capital of India when the Taj Mahal was commissioned?,Agra,cart_full,Agra,38,5,43,1,0,think,1.0,1,9e-06,0.26426,1.0
gpt4o_mini,5a87c13f5542996e4f30890c,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,cart_base,Rome,502,1,503,1,5,retrieve,1.0,1,7.6e-05,0.16071,
gpt4o_mini,5a87c13f5542996e4f30890c,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,cart_noise,Rome,939,1,940,1,7,retrieve,1.0,1,0.000141,0.14605,
gpt4o_mini,5a87c13f5542996e4f30890c,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,cart_full,New York City.,53,4,57,1,0,think,0.0,0,1e-05,0.0,1.0
gpt54_mini,5a87c13f5542996e4f30890c,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,cart_base,Rome,501,4,505,1,5,retrieve,1.0,1,7.8e-05,0.1606,
gpt54_mini,5a87c13f5542996e4f30890c,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,cart_noise,Rome,938,4,942,1,7,retrieve,1.0,1,0.000143,0.14601,
gpt54_mini,5a87c13f5542996e4f30890c,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,cart_full,New York City,52,12,64,1,0,think,0.0,0,1.5e-05,0.0,1.0
gpt4o_mini,5a8843cd5542994846c1ce75,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,cart_base,Mwabvi river,250,4,254,1,1,retrieve,0.0,0,4e-05,0.0,
gpt4o_mini,5a8843cd5542994846c1ce75,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,cart_noise,Mwabvi river,350,4,354,1,3,retrieve,0.0,0,5.5e-05,0.0,
gpt4o_mini,5a8843cd5542994846c1ce75,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,cart_full,Shire River,47,3,50,1,0,think,0.0,0,9e-06,0.0,1.0
gpt54_mini,5a8843cd5542994846c1ce75,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,cart_base,Mwabvi River,249,7,256,1,1,retrieve,0.0,0,4.2e-05,0.0,
gpt54_mini,5a8843cd5542994846c1ce75,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,cart_noise,Mwabvi River,349,7,356,1,3,retrieve,0.0,0,5.7e-05,0.0,
gpt54_mini,5a8843cd5542994846c1ce75,What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,cart_full,Shire River,46,6,52,1,0,think,0.0,0,1e-05,0.0,1.0
gpt4o_mini,5ab90d8955429916710eb0f1,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,cart_base,Smoothie King Center,112,4,116,1,1,retrieve,1.0,1,1.9e-05,0.20999,
gpt4o_mini,5ab90d8955429916710eb0f1,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,cart_noise,New Orleans Pelicans' arena.,334,7,341,1,3,retrieve,0.0,0,5.4e-05,0.0,
gpt4o_mini,5ab90d8955429916710eb0f1,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,cart_full,United Center,44,2,46,1,0,think,0.4,0,8e-06,0.10389,1.0
gpt54_mini,5ab90d8955429916710eb0f1,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,cart_base,Smoothie King Center,111,7,118,1,1,retrieve,1.0,1,2.1e-05,0.20924,
gpt54_mini,5ab90d8955429916710eb0f1,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,cart_noise,Smoothie King Center,333,7,340,1,3,retrieve,1.0,1,5.4e-05,0.17147,
gpt54_mini,5ab90d8955429916710eb0f1,Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,cart_full,American Airlines Center,43,6,49,1,0,think,0.3333,0,1e-05,0.08521,1.0
gpt4o_mini,5ae788fa55429952e35ea964,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,cart_base,Jam band sound,525,3,528,1,7,retrieve,0.0,0,8.1e-05,0.0,
gpt4o_mini,5ae788fa55429952e35ea964,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,cart_noise,Jam band sound,836,3,839,1,9,retrieve,0.0,0,0.000127,0.0,
gpt4o_mini,5ae788fa55429952e35ea964,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,cart_full,Live improvisation skills.,42,5,47,1,0,think,0.0,0,9e-06,0.0,1.0
gpt54_mini,5ae788fa55429952e35ea964,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,cart_base,extensive use of segues,524,9,533,1,7,retrieve,1.0,1,8.4e-05,0.15923,
gpt54_mini,5ae788fa55429952e35ea964,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,cart_noise,John Popper's harmonica,835,9,844,1,9,retrieve,0.0,0,0.000131,0.0,
gpt54_mini,5ae788fa55429952e35ea964,The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,cart_full,harmonica-driven jams,41,7,48,1,0,think,0.0,0,1e-05,0.0,1.0
