question_id,method,answer_pred,answer_gt,em,f1,precision,recall,input_tokens,output_tokens,cost_usd,k_star
5ae6914755429908198fa627,adaptive_k,January,January 2001,0.0,0.6666666666666666,1.0,0.5,1407,4,0.00028460000000000003,9
5ae78f3b554299540e5a5608,adaptive_k,The CW,CBS,0.0,0.0,0.0,0.0,179,5,3.9800000000000005e-05,1
5a8b46925542995d1e6f133c,adaptive_k,noanswer,"August 11, 1946",0.0,0.0,0.0,0.0,737,5,0.0001514,6
5ab4f7fc5542991779162d43,adaptive_k,Volta Region,Volta,0.0,0.6666666666666666,0.5,1.0,297,6,6.42e-05,2
5abd13b655429924427fceea,adaptive_k,Jack White,Jack White,1.0,1.0,1.0,1.0,193,5,4.2600000000000005e-05,1
5adf37a95542995ec70e8f97,adaptive_k,1838,1838,1.0,1.0,1.0,1.0,1677,5,0.0003394,9
5a78e86f55429974737f78fb,adaptive_k,the long history of Japan and the Imperial dynasty,the long history of Japan,0.0,0.7272727272727273,0.5714285714285714,1.0,312,12,7.200000000000002e-05,2
5a807ceb554299485f598616,adaptive_k,Paul Morley,Stephen John Coogan,0.0,0.0,0.0,0.0,269,6,5.860000000000001e-05,1
5a8c493e554299653c1aa020,adaptive_k,noanswer,marker pen,0.0,0.0,0.0,0.0,1078,5,0.0002196,8
5a75404a55429916b01642be,adaptive_k,Syracuse University,Syracuse University,1.0,1.0,1.0,1.0,681,7,0.0001418,4
5a81108855429926c1cdace2,adaptive_k,37,world's 16th largest city,0.0,0.0,0.0,0.0,202,10,4.8400000000000004e-05,1
5ae340a85542994393b9e668,adaptive_k,Lisbon,Milan,0.0,0.0,0.0,0.0,167,11,4.2199999999999996e-05,1
5a8d0be85542994ba4e3dbb2,adaptive_k,"Baltimore
",Prince George's County,0.0,0.0,0.0,0.0,265,12,6.26e-05,1
5add43335542995b365faae1,adaptive_k,Mickey Mouse Cup,Mickey Mouse Cup,1.0,1.0,1.0,1.0,1274,7,0.00026040000000000004,8
5ae4d8475542993aec5ec0e0,adaptive_k,Giuseppe Verdi,Giuseppe Verdi,1.0,1.0,1.0,1.0,575,7,0.0001206,2
5ab5c263554299488d4d9a18,adaptive_k,Estonia,Belarus,0.0,0.0,0.0,0.0,534,5,0.00011080000000000001,5
5a74a26a55429979e28829d6,adaptive_k,Béla Bartók,Béla Viktor János Bartók,0.0,0.6666666666666666,1.0,0.5,1643,8,0.000335,9
5a8d841955429941ae14dfe6,adaptive_k,John Turturro,Eve Hewson,0.0,0.0,0.0,0.0,179,14,4.7000000000000004e-05,1
5a809e9f5542996402f6a5b1,adaptive_k,1992,1991,0.0,0.0,0.0,0.0,642,5,0.0001324,5
5ac2d85e55429921a00ab06b,adaptive_k,"Shanksville, Pennsylvania",Pennsylvania,0.0,0.6666666666666666,0.5,1.0,192,8,4.4800000000000005e-05,1
5a8319b255429940e5e1a960,adaptive_k,Danny Elfman,Danny Elfman,1.0,1.0,1.0,1.0,904,6,0.0001856,5
5a7aa0a55542990198eaf165,adaptive_k,Jacques Feyder,Jacques Feyder,1.0,1.0,1.0,1.0,350,7,7.56e-05,2
5ab9ddef5542994dbf019875,adaptive_k,yes,yes,1.0,1.0,1.0,1.0,472,4,9.76e-05,3
5ae157ed5542990adbacf75d,adaptive_k,24 October 1988,23 December 2014,0.0,0.0,0.0,0.0,236,8,5.36e-05,1
5a8555ea5542992a431d1b07,adaptive_k,The Big Lebowski,The Big Lebowski,1.0,1.0,1.0,1.0,344,7,7.439999999999999e-05,3
5ae141a65542997b2ef7d18a,adaptive_k,close combat,close range combat,0.0,0.8,1.0,0.6666666666666666,197,5,4.340000000000001e-05,1
5ae4a1ef55429970de88d9e7,adaptive_k,1972,2 March 1972,0.0,0.5,1.0,0.3333333333333333,420,5,8.8e-05,2
5ab90e9755429934fafe6e51,adaptive_k,yes,yes,1.0,1.0,1.0,1.0,761,4,0.0001554,9
5a8e3ea95542995a26add48d,adaptive_k,Manhattan,"Greenwich Village, New York City",0.0,0.0,0.0,0.0,224,5,4.880000000000001e-05,1
5ac2f34455429921a00ab0b6,adaptive_k,Dartmouth College,New York University School of Law,0.0,0.0,0.0,0.0,255,7,5.66e-05,1
5a7344e95542991f9a20c6ce,adaptive_k,SexyBack,Rudebox,0.0,0.0,0.0,0.0,513,5,0.00010660000000000002,2
5a7b1c6b55429931da12c9ca,adaptive_k,Johnny Edwards,"John Douglas ""Johnny"" Edwards",0.0,0.6666666666666666,1.0,0.5,332,5,7.04e-05,2
5ab341f755429969a97a8114,adaptive_k,1989,1989,1.0,1.0,1.0,1.0,230,5,5e-05,1
5a8b50475542997f31a41cd4,adaptive_k,noanswer,world wushu tournament,0.0,0.0,0.0,0.0,183,5,4.0600000000000004e-05,1
5a8cddd1554299441c6b9f3a,adaptive_k,Hong Kong and Japan,Japan and Hong Kong,0.0,1.0,1.0,1.0,568,7,0.00011920000000000001,5
5a88f7855542993b751ca8da,adaptive_k,1987,1987,1.0,1.0,1.0,1.0,1169,5,0.0002378,8
5ab90d2755429916710eb0f0,adaptive_k,Doc Hammer and Jackson Publick,Christopher McCulloch,0.0,0.0,0.0,0.0,177,9,4.26e-05,1
5a7300b85542994cef4bc41a,adaptive_k,India's first dedicated multi-wavelength space observatory,India's first dedicated multi-wavelength space observatory.,1.0,1.0,1.0,1.0,234,13,5.720000000000001e-05,2
5ae7f56e5542993210983fd1,adaptive_k,J. K. Rowling,J. K. Rowling,1.0,1.0,1.0,1.0,234,8,5.3200000000000006e-05,1
5a7562045542992db947364f,adaptive_k,Saint Louis University,Saint Louis University,1.0,1.0,1.0,1.0,753,6,0.0001554,5
5adda7585542997dc790700c,adaptive_k,"Edmonton, Alberta","Edmonton, Alberta",1.0,1.0,1.0,1.0,195,7,4.46e-05,1
5ab4314955429942dd415ecd,adaptive_k,4080 ft,4080,0.0,0.6666666666666666,0.5,1.0,1265,6,0.00025780000000000003,7
5a81a2705542990a1d231e30,adaptive_k,"Wynantskill, New York",Hannaford,0.0,0.0,0.0,0.0,472,10,0.00010240000000000001,3
5ae291bb5542996483e649f6,adaptive_k,1987 to 2010,between 1987 and 2010,0.0,0.5714285714285715,0.6666666666666666,0.5,622,9,0.00013160000000000003,5
5ab207f65542993be8fa98b8,adaptive_k,Preston,Preston,1.0,1.0,1.0,1.0,201,5,4.4200000000000004e-05,2
5ae152a65542990adbacf74f,adaptive_k,"September 18, 2010","September 18, 2010",1.0,1.0,1.0,1.0,1223,10,0.0002526,9
5a739ef955429978a71e904b,adaptive_k,OK Mozart Festival,OK Mozart,0.0,0.8,0.6666666666666666,1.0,299,6,6.46e-05,2
5ab2b61d5542991669774065,adaptive_k,Han Solo,Han Solo,1.0,1.0,1.0,1.0,198,5,4.36e-05,1
5a88fc4255429938390d4019,adaptive_k,"September 25, 2017","September 25, 2017",1.0,1.0,1.0,1.0,1264,10,0.0002608,9
5ae2c416554299492dc91c67,adaptive_k,Jaleel White,Jaleel Ahmad White,0.0,0.8,1.0,0.6666666666666666,849,7,0.0001754,6
5a7a51b95542990783324f0f,adaptive_k,Liam Cunningham,Liam Cunningham,1.0,1.0,1.0,1.0,795,6,0.0001638,4
5ae3006c55429928c423959f,adaptive_k,"Saint Michael, Barbados","Saint Michael, Barbados",1.0,1.0,1.0,1.0,270,7,5.96e-05,1
5a74122f55429929fddd83da,adaptive_k,Love Drunk,Love Drunk,1.0,1.0,1.0,1.0,688,6,0.0001424,7
5a81711455429938b614233e,adaptive_k,yes,yes,1.0,1.0,1.0,1.0,275,4,5.8200000000000005e-05,2
5ae1e4095542997283cd22bf,adaptive_k,Ursus americanus,Ursus americanus,1.0,1.0,1.0,1.0,191,8,4.46e-05,1
5a8c6d4e5542996e8ac88aa6,adaptive_k,J. Searle Dawley,James Searle Dawley,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,227,16,5.8200000000000005e-05,2
5abf11d45542997719eab660,adaptive_k,Canada,Canada,1.0,1.0,1.0,1.0,223,4,4.78e-05,1
5ac11201554299294b21908c,adaptive_k,"Rochester Hills, Michigan",Oakland County,0.0,0.0,0.0,0.0,134,9,3.4e-05,1
5ade063d5542995b365fabcd,adaptive_k,Major League Soccer,Major League Soccer,1.0,1.0,1.0,1.0,170,6,3.88e-05,1
5ab3a83d5542992ade7c6e08,adaptive_k,The Krypto Report,The Daily Stormer,0.0,0.0,0.0,0.0,240,7,5.36e-05,1
5a79b525554299029c4b5f67,adaptive_k,traditional music of the Andes,traditional music,0.0,0.6666666666666666,0.5,1.0,207,14,5.2600000000000005e-05,1
5a8b77705542995d1e6f13aa,adaptive_k,Sirius XM,Sirius XM Holdings,0.0,0.8,1.0,0.6666666666666666,163,7,3.82e-05,1
5a8aeadc55429950cd6afbe0,adaptive_k,"January 14, 2010","January 14, 2010",1.0,1.0,1.0,1.0,448,10,9.760000000000001e-05,5
5abd0296554299114383a1d1,adaptive_k,1876,1876,1.0,1.0,1.0,1.0,351,5,7.42e-05,1
5ae4d0ff55429913cc204511,adaptive_k,The Smashing Pumpkins,Greek Fire,0.0,0.0,0.0,0.0,394,8,8.520000000000002e-05,2
5ac07fff554299294b219006,adaptive_k,tennis,tennis,1.0,1.0,1.0,1.0,411,5,8.620000000000001e-05,6
5ab741005542992aa3b8c800,adaptive_k,Bobby Hurley,Robert Matthew Hurley,0.0,0.4,0.5,0.3333333333333333,579,7,0.00012140000000000001,3
5abe4a365542993f32c2a0dc,adaptive_k,120countries,more than 120 countries,0.0,0.0,0.0,0.0,269,11,6.26e-05,1
5ab6cebd55429954757d3378,adaptive_k,whaling,hunt,0.0,0.0,0.0,0.0,526,5,0.00010920000000000001,3
5abc219655429959677d6a1d,adaptive_k,Star Crossed,"the Vertigo series ""Preacher""",0.0,0.0,0.0,0.0,373,6,7.94e-05,2
5ac546975542993e66e8229a,adaptive_k,1844,1844,1.0,1.0,1.0,1.0,851,5,0.0001742,7
5adf4da15542995534e8c780,adaptive_k,democratic,Democratic,1.0,1.0,1.0,1.0,256,5,5.520000000000001e-05,2
5a7f1d3c5542993067513639,adaptive_k,Mercuria Energy Group Ltd,Mercuria Energy Group Ltd,1.0,1.0,1.0,1.0,206,8,4.7600000000000005e-05,1
5ae3c71f5542991a06ce9a22,adaptive_k,Argentine Mesopotamia,Mesopotamia,0.0,0.6666666666666666,0.5,1.0,276,8,6.16e-05,1
5a7e32905542991319bc943b,adaptive_k,curling,Curling,1.0,1.0,1.0,1.0,304,5,6.48e-05,1
5a75462d5542996c70cfaed3,adaptive_k,Edison Chen,Edison Koon-hei Chen,0.0,0.8,1.0,0.6666666666666666,868,6,0.00017840000000000003,8
5a8effb55542997ba9cb317f,adaptive_k,Little Britain,Matt Lucas,0.0,0.0,0.0,0.0,201,5,4.4200000000000004e-05,1
5abec66b5542997ec76fd360,adaptive_k,"German
",A veteran World War I fighter pilot ace,0.0,0.0,0.0,0.0,212,5,4.640000000000001e-05,1
5a9030ef5542995651fb50e4,adaptive_k,football,American football,0.0,0.6666666666666666,1.0,0.5,209,4,4.500000000000001e-05,1
5a762cf0554299109176e6a4,adaptive_k,Bertalan Farkas,Bertalan Farkas,1.0,1.0,1.0,1.0,399,9,8.700000000000001e-05,3
5ade1c9e55429939a52fe822,adaptive_k,Saint-Domingue,Saint-Domingue,1.0,1.0,1.0,1.0,847,7,0.000175,5
5abb1e1b5542992ccd8e7f19,adaptive_k,Nobel Prize,Nobel Prize in Literature,0.0,0.6666666666666666,1.0,0.5,1101,6,0.00022500000000000002,8
5a791ce955429974737f798e,adaptive_k,Queensland,Queensland,1.0,1.0,1.0,1.0,322,5,6.840000000000001e-05,2
5ae67dba55429908198fa5f0,adaptive_k,646889,"48,982",0.0,0.0,0.0,0.0,196,11,4.8e-05,1
5a7ef6b35542994959419a94,adaptive_k,Emilia-Romagna,Emilia-Romagna Region,0.0,0.6666666666666666,1.0,0.5,147,8,3.58e-05,1
5ae5e8dc554299546bf82fbe,adaptive_k,Hakim Abdullah Jamal,Hakim Abdullah Jamal,1.0,1.0,1.0,1.0,976,8,0.00020160000000000002,5
5a89bbb05542992e4fca83a3,adaptive_k,Nick Offerman,Nick Offerman,1.0,1.0,1.0,1.0,1125,6,0.0002298,8
5adcf8155542990d50227d6a,adaptive_k,Maria Brink,Maria Brink,1.0,1.0,1.0,1.0,230,5,5e-05,1
5a74feb75542996c70cfae6d,adaptive_k,Ali Qushji,Ali Qushji,1.0,1.0,1.0,1.0,340,7,7.36e-05,1
5ae32e125542991a06ce9946,adaptive_k,35124,"35,124",1.0,1.0,1.0,1.0,1335,5,0.000271,9
5a8242c155429940e5e1a81d,adaptive_k,"Kirchhain, Germany",Germany,0.0,0.6666666666666666,0.5,1.0,189,14,4.9000000000000005e-05,1
5ab2acbc55429929539467d2,adaptive_k,Laysan,Laysan,1.0,1.0,1.0,1.0,447,5,9.340000000000001e-05,3
5abd7d0c55429924427fd010,adaptive_k,musicology,Musicology,1.0,1.0,1.0,1.0,165,5,3.7000000000000005e-05,1
5ae6860e5542991bbc976112,adaptive_k,translation and commentary on Isaac Newton's Principia,"commentary on Isaac Newton's book ""Principia""",0.0,0.7692307692307692,0.7142857142857143,0.8333333333333334,343,12,7.820000000000002e-05,2
5a849cc95542997175ce1efa,adaptive_k,Boston,Boston,1.0,1.0,1.0,1.0,237,4,5.060000000000001e-05,1
5ac1a04e5542991316484b63,adaptive_k,no,no,1.0,1.0,1.0,1.0,250,4,5.3200000000000006e-05,2
5ade7a435542997c77adee3a,adaptive_k,Mountbatten family,Mountbatten family,1.0,1.0,1.0,1.0,466,7,9.88e-05,3
5a865e8a55429960ec39b67a,adaptive_k,no,yes,0.0,0.0,0.0,0.0,751,4,0.00015340000000000002,5
5adc0e0355429944faac2404,adaptive_k,Sonic Mania,Sonic Mania,1.0,1.0,1.0,1.0,188,6,4.24e-05,1
5a80ecea55429938b6142254,adaptive_k,You Are My Destiny,Queen In-hyun's Man,0.0,0.0,0.0,0.0,197,7,4.500000000000001e-05,1
5ae7cea355429952e35ea9c1,adaptive_k,Easy,Netflix,0.0,0.0,0.0,0.0,901,4,0.0001834,5
5a77a44d5542997042120aba,adaptive_k,Lynbrook,Baldwin,0.0,0.0,0.0,0.0,218,6,4.8400000000000004e-05,1
5a775f8a5542994aec3b72ba,adaptive_k,Taylor Swift,Taylor Swift,1.0,1.0,1.0,1.0,999,5,0.0002038,5
5a80870d5542992bc0c4a752,adaptive_k,Chris Webber,Matthew Ward Winer,0.0,0.0,0.0,0.0,308,6,6.64e-05,1
5ae4d7fc5542990ba0bbb16f,adaptive_k,yes,yes,1.0,1.0,1.0,1.0,314,4,6.6e-05,2
5abe765a55429976d4830b1f,adaptive_k,Angelique Kerber,Amélie Simone Mauresmo,0.0,0.0,0.0,0.0,1051,7,0.00021580000000000001,9
5a84f5195542994c784dda9d,adaptive_k,Senior Counselor to the Prime Minister of Israel,Israeli Ambassador,0.0,0.0,0.0,0.0,201,11,4.9e-05,1
5ab431e65542991751b4d6e2,adaptive_k,1859,"February 14, 1859",0.0,0.5,1.0,0.3333333333333333,190,5,4.2000000000000004e-05,1
5ae71f06554299572ea54708,adaptive_k,Ferdinand Magellan,Ferdinand Magellan,1.0,1.0,1.0,1.0,198,8,4.6e-05,1
5abdce1b5542993062266cfe,adaptive_k,Hennepin County,Hennepin County,1.0,1.0,1.0,1.0,221,7,4.9800000000000004e-05,1
5a8c5eca554299240d9c213d,adaptive_k,noanswer,"three Macy's stores, Sears, Nordstrom, Bloomingdale's, and Saks Fifth Avenue",0.0,0.0,0.0,0.0,335,5,7.1e-05,1
5a8c8f24554299653c1aa0ba,adaptive_k,World War II,World War II,1.0,1.0,1.0,1.0,1507,6,0.0003062,9
5ab972485542996be20204f6,adaptive_k,1804,1790,0.0,0.0,0.0,0.0,299,5,6.38e-05,1
5a778a8e5542992a6e59deca,adaptive_k,John Leguizamo,William Fichtner,0.0,0.0,0.0,0.0,215,8,4.94e-05,1
5ab285d1554299449642c8dd,adaptive_k,United States,United States,1.0,1.0,1.0,1.0,518,5,0.00010760000000000001,5
5a78e49855429974737f78f3,adaptive_k,560,560,1.0,1.0,1.0,1.0,425,4,8.82e-05,2
5a72b3335542994cef4bc3dc,adaptive_k,Home Rule League,The Home Rule League,1.0,1.0,1.0,1.0,348,6,7.44e-05,3
5a82bc7455429940e5e1a926,adaptive_k,Red Rock West,"""Red Rock West""",1.0,1.0,1.0,1.0,694,6,0.00014360000000000002,5
5a77b0395542997042120ae1,adaptive_k,Jessica Lange,Jessica Lange,1.0,1.0,1.0,1.0,151,5,3.4200000000000005e-05,1
5a90b6985542990a984936c2,adaptive_k,The Royal Family,"""The Royal Family""",1.0,1.0,1.0,1.0,248,6,5.44e-05,1
5a8a833855429970aeb702fe,adaptive_k,2400,"2,664",0.0,0.0,0.0,0.0,258,5,5.56e-05,1
5a7fd95d5542992e7d278dc5,adaptive_k,Golden Globe nomination,Golden Globe,0.0,0.8,0.6666666666666666,1.0,265,6,5.78e-05,1
5ab1e36d554299449642c7f9,adaptive_k,yes,yes,1.0,1.0,1.0,1.0,255,4,5.42e-05,2
5adfff0755429925eb1afbce,adaptive_k,"Rachel, Nevada","Rachel, Nevada",1.0,1.0,1.0,1.0,371,6,7.9e-05,3
5ab5e024554299494045f097,adaptive_k,yes,yes,1.0,1.0,1.0,1.0,1494,4,0.000302,9
5abfa2255542993fe9a41e18,adaptive_k,no,no,1.0,1.0,1.0,1.0,212,4,4.560000000000001e-05,1
5a810506554299260e20a202,adaptive_k,noanswer,"January 4, 1976",0.0,0.0,0.0,0.0,186,5,4.1200000000000005e-05,1
5a71231a5542994082a3e5c4,adaptive_k,peach,peach,1.0,1.0,1.0,1.0,142,5,3.24e-05,1
5a71717d5542994082a3e834,adaptive_k,Larry Drake,Larry Richard Drake,0.0,0.8,1.0,0.6666666666666666,1315,5,0.000267,9
5ab707d65542991d32223761,adaptive_k,Pennsylvania's 18th congressional district,Pennsylvania's 18th congressional district,1.0,1.0,1.0,1.0,243,11,5.74e-05,2
5a74adb455429916b01641c6,adaptive_k,The Ladder,The Ladder,1.0,1.0,1.0,1.0,239,5,5.1800000000000005e-05,1
5abe34095542993f32c2a088,adaptive_k,1874 until 1994,1874 until 1994,1.0,1.0,1.0,1.0,283,9,6.38e-05,2
5ab28c89554299340b525513,adaptive_k,Reichsführer-SS,Reichsführer-SS,1.0,1.0,1.0,1.0,204,9,4.8e-05,1
5ab626d555429953192ad279,adaptive_k,"Newark, New Jersey",lower Manhattan,0.0,0.0,0.0,0.0,250,8,5.64e-05,1
5ab3589455429976abd1bc93,adaptive_k,combination of a loop and a roll,combination of a loop and a roll,1.0,1.0,1.0,1.0,704,11,0.0001496,5
5a7cc59c55429909bec767fb,adaptive_k,15 mi,15,0.0,0.6666666666666666,0.5,1.0,263,5,5.660000000000001e-05,2
5ab827a555429934fafe6cf5,adaptive_k,Olympic ski jumping,70 m and 90 m,0.0,0.0,0.0,0.0,377,7,8.1e-05,2
5a8af1e255429950cd6afc28,adaptive_k,Trent Alexander-Arnold,Trent Alexander-Arnold,1.0,1.0,1.0,1.0,712,15,0.0001544,5
5ac11ee45542997d64295a7d,adaptive_k,Flying Padre,Flying Padre,1.0,1.0,1.0,1.0,362,5,7.640000000000001e-05,4
5ae520315542993aec5ec152,adaptive_k,Taylor Swift,Taylor Swift,1.0,1.0,1.0,1.0,508,5,0.0001056,3
5a8f68795542992414482ab5,adaptive_k,D.O.,Do Kyung-soo,0.0,0.6666666666666666,1.0,0.5,738,6,0.0001524,5
5ae37e525542992e3233c42d,adaptive_k,24 January 76 – 10 July 138,24 January 76 – 10 July 138,1.0,1.0,1.0,1.0,1206,13,0.0002516,7
5ab849d955429916710eb017,adaptive_k,11 November 1918,11 November 1918,1.0,1.0,1.0,1.0,483,8,0.00010300000000000001,4
5ade51515542992fa25da745,adaptive_k,flew solo to Scotland in an attempt to negotiate peace with the United Kingdom,report Hess's illegal May 1941 flight to Scotland,0.0,0.2,0.16666666666666666,0.25,1320,18,0.00027840000000000005,9
5ade02d05542997545bbbe0d,adaptive_k,Army,U.S. Army,0.0,0.6666666666666666,1.0,0.5,178,4,3.880000000000001e-05,1
5ac41850554299194317390b,adaptive_k,Dissection,Dissection,1.0,1.0,1.0,1.0,266,5,5.720000000000001e-05,1
5a727e1b5542991f9a20c497,adaptive_k,Our Song,Shake It Off,0.0,0.0,0.0,0.0,1049,5,0.0002138,5
5a8d9de2554299068b959d62,adaptive_k,mathematician,mathematician,1.0,1.0,1.0,1.0,193,7,4.4200000000000004e-05,1
5a827ce155429940e5e1a8d7,adaptive_k,Billie Jean King,Billie Jean King,1.0,1.0,1.0,1.0,295,7,6.46e-05,2
5ae5415055429908b63265b7,adaptive_k,Downtown section,Downtown,0.0,0.6666666666666666,0.5,1.0,344,6,7.359999999999999e-05,2
5ab5ec0a5542997d4ad1f250,adaptive_k,183,650 locations,0.0,0.0,0.0,0.0,165,4,3.6200000000000006e-05,1
5ae20427554299234fd04397,adaptive_k,Suffolk County,Suffolk,0.0,0.6666666666666666,0.5,1.0,239,7,5.3400000000000004e-05,1
5adcd7325542994d58a2f6f6,adaptive_k,1992,2013,0.0,0.0,0.0,0.0,249,11,5.86e-05,1
5abace6b5542996cc5e49e99,adaptive_k,Che Guevara,Che Guevara,1.0,1.0,1.0,1.0,246,6,5.4000000000000005e-05,1
5ab64cfa55429953192ad2b7,adaptive_k,N. Scott Momaday,N. Scott Momaday,1.0,1.0,1.0,1.0,302,8,6.680000000000001e-05,2
5ae4bb1255429913cc2044e7,adaptive_k,yes,yes,1.0,1.0,1.0,1.0,303,4,6.38e-05,2
5abe2b0155429976d4830a83,adaptive_k,1914,26–30 August 1914,0.0,0.5,1.0,0.3333333333333333,273,11,6.34e-05,1
5ae0d52e554299603e418469,adaptive_k,Sturla Gunnarsson,Douglas Jackson,0.0,0.0,0.0,0.0,1243,14,0.0002598,5
5abc9fb055429959677d6ac9,adaptive_k,Camilla Dallerup,Danish,0.0,0.0,0.0,0.0,602,8,0.0001268,5
5ac083b0554299294b21900d,adaptive_k,cocktail,cocktail,1.0,1.0,1.0,1.0,186,5,4.1200000000000005e-05,2
5a8b3e985542995d1e6f131c,adaptive_k,"Atlanta, Georgia","It is based in Sandy Springs, Georgia",0.0,0.22222222222222224,0.5,0.14285714285714285,265,6,5.78e-05,1
5a75f0ea5542994ccc91866c,adaptive_k,A41/A5117 junction,The A41,0.0,0.0,0.0,0.0,259,9,5.9000000000000004e-05,1
5a7c6b6655429935c91b519a,adaptive_k,selectboard,town meeting legislative body,0.0,0.0,0.0,0.0,228,5,4.9600000000000006e-05,2
5ab295eb554299194fa93412,adaptive_k,no,no,1.0,1.0,1.0,1.0,183,4,3.9800000000000005e-05,2
5a7137dc5542994082a3e68a,adaptive_k,NBA Rookie of the Year Award,The National Basketball Association's Rookie of the Year,0.0,0.5454545454545454,0.6,0.5,228,9,5.28e-05,1
5a82d71555429966c78a6a94,adaptive_k,yes,yes,1.0,1.0,1.0,1.0,305,4,6.42e-05,2
5abb7ea4554299642a094a96,adaptive_k,March and April 1968,1968,0.0,0.4,0.25,1.0,286,9,6.440000000000001e-05,2
5a7f00b455429930675135f1,adaptive_k,Alan Passaro,Alan Passaro,1.0,1.0,1.0,1.0,244,6,5.360000000000001e-05,1
5ae153915542990adbacf752,adaptive_k,William Michael Albert Broad,William Michael Albert Broad,1.0,1.0,1.0,1.0,704,7,0.0001464,5
5a7bf3da5542996dd594b869,adaptive_k,21 August 2017,"September 5, 2017",0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,180,14,4.72e-05,1
5abb4b4a5542993f40c73aea,adaptive_k,University of California,University of California,1.0,1.0,1.0,1.0,189,6,4.2600000000000005e-05,1
5ae1f2f3554299234fd0435a,adaptive_k,yes,yes,1.0,1.0,1.0,1.0,879,4,0.00017900000000000001,6
5a8f0796554299458435d528,adaptive_k,Eielson Air Force Base,Eielson Air Force Base,1.0,1.0,1.0,1.0,292,9,6.560000000000001e-05,2
5ae81b895542997ec272770c,adaptive_k,1907,1876,0.0,0.0,0.0,0.0,1404,5,0.0002848,9
5ae0f6f5554299422ee99583,adaptive_k,Warner Bros. Records,Warner Bros,0.0,0.8,0.6666666666666666,1.0,359,14,8.3e-05,2
5a7c6d98554299683c1c6304,adaptive_k,Agent Carter,Agent Carter,1.0,1.0,1.0,1.0,200,5,4.4000000000000006e-05,1
5a83de04554299334474609f,adaptive_k,noanswer,as loud and dirty as possible,0.0,0.0,0.0,0.0,250,5,5.4000000000000005e-05,1
5ab29c24554299449642c932,adaptive_k,yes,yes,1.0,1.0,1.0,1.0,1321,4,0.0002674,9
5ae20c245542997283cd2367,adaptive_k,South Asia and the Middle East,South Asia and the Middle East,1.0,1.0,1.0,1.0,1028,9,0.00021280000000000002,9
5ac4efa85542991943173a04,adaptive_k,Genesee River,Genesee River,1.0,1.0,1.0,1.0,1090,7,0.00022360000000000001,8
5ac385f8554299741d48a279,adaptive_k,Alfred Preis,Alfred Preis,1.0,1.0,1.0,1.0,671,6,0.00013900000000000002,5
5ab4355555429942dd415ee3,adaptive_k,Traumnovelle,"""Traumnovelle"" (""Dream Story"")",0.0,0.5,1.0,0.3333333333333333,250,7,5.56e-05,1
5add23d05542994734353871,adaptive_k,livestock guardians,to guard,0.0,0.0,0.0,0.0,487,6,0.0001022,2
5ab99a215542996be202056a,adaptive_k,Aberdeenshire,"Aberdeenshire, Scotland",0.0,0.6666666666666666,1.0,0.5,863,7,0.00017820000000000002,5
5add15d15542994ed6169c70,adaptive_k,the Entente or Allied powers,The Allies of World War I,0.0,0.0,0.0,0.0,153,9,3.78e-05,1
5ae5d82f554299546bf82f9a,adaptive_k,2,3,0.0,0.0,0.0,0.0,240,4,5.1200000000000004e-05,1
5ab29b07554299194fa93440,adaptive_k,Columbia,"Columbia, Maryland",0.0,0.6666666666666666,1.0,0.5,1877,5,0.0003794,7
5a88bedb554299206df2b35a,adaptive_k,River Thames,Thames,0.0,0.6666666666666666,0.5,1.0,233,5,5.0600000000000003e-05,1
5abfd3ba5542994516f4550a,adaptive_k,Ross Case,Ross Case,1.0,1.0,1.0,1.0,161,5,3.6200000000000006e-05,1
5a728b1c5542992359bc30e0,adaptive_k,noanswer,Jonghyun,0.0,0.0,0.0,0.0,210,5,4.6e-05,1
5a806aca5542996402f6a503,adaptive_k,Orc characters,Orc characters,1.0,1.0,1.0,1.0,284,6,6.16e-05,2
5ae4bbf05542995ad6573e32,adaptive_k,People v. Turner,People v. Turner,1.0,1.0,1.0,1.0,687,7,0.000143,5
5a8638945542994775f6072d,adaptive_k,noanswer,no,0.0,0.0,0.0,0.0,177,11,4.4200000000000004e-05,1
5ab3bcc55542992ade7c6e66,adaptive_k,2002 United States Senate election in Minnesota,2002,0.0,0.25,0.14285714285714285,1.0,710,17,0.00015560000000000001,5
5ab7b0775542992aa3b8c83e,adaptive_k,Belfast,"Belfast, Northern Ireland",0.0,0.5,1.0,0.3333333333333333,187,6,4.22e-05,1
5abd68b45542993062266c77,adaptive_k,distance runner,Olympic distance runner,0.0,0.8,1.0,0.6666666666666666,285,5,6.1000000000000005e-05,2
5ac2a399554299218029dada,adaptive_k,Kathleen O'Brien,Kathleen O'Brien,1.0,1.0,1.0,1.0,910,7,0.0001876,7
5a8f2fed55429918e830d1c7,adaptive_k,rock and roll,rock and roll,1.0,1.0,1.0,1.0,778,6,0.00016040000000000002,5
5a80abb65542996402f6a5df,adaptive_k,Mountain West Conference,Mountain West Conference,1.0,1.0,1.0,1.0,325,6,6.979999999999999e-05,2
5a7fc8d05542992e7d278d86,adaptive_k,Iceal Hambleton,"Lieutenant Colonel Iceal E. ""Gene"" Hambleton",0.0,0.5,1.0,0.3333333333333333,1018,8,0.00021,5
